freq,avg_temp,power
300,39.79663473053892,3.2265055888870964
400,41.43813772455089,3.7589424990434286
500,42.589584830339334,4.132425180129527
600,44.38400000000001,4.714460590334092
700,45.30331536926148,5.0126491629132275
800,47.15668463073854,5.613806886389407
900,50.0188003992016,6.54216101174233
1000,53.61868463073852,7.709817265889887
