freq,avg_temp,power
408,37.05895409181637,2.338513166336804
816,38.129339321357286,2.6857026666744352
1200,39.30842115768463,3.068148932106593
1610,44.391369261477045,4.716850879493041
1800,45.286734530938126,5.007271012305587
2020,51.175742514970054,6.917426050914711
2300,52.42117964071857,7.321395277560354
