freq,avg_temp,power
408,38.846,2.918158287382419
816,39.606876247504985,3.164955643044108
1200,39.940335329341316,3.2731162274866414
1610,45.201988023952104,4.979782686977654
1800,46.005237524950104,5.24032420530331
2020,51.75241916167665,7.104476536385549
2300,53.17468662674651,7.565802344063091
