timestamp_ms,temp_celsius,clock_hz
1776301675683,39.769,
1776301675783,39.769,
1776301675883,39.769,
1776301675983,39.769,
1776301676083,39.769,
1776301676183,39.769,
1776301676283,39.769,
1776301676383,39.769,
1776301676483,39.769,
1776301676583,39.769,
1776301676683,39.769,
1776301676783,39.769,
1776301676883,39.769,
1776301676983,39.769,
1776301677083,39.769,
1776301677183,39.769,
1776301677283,39.769,
1776301677383,39.769,
1776301677483,39.769,
1776301677583,39.769,
1776301677683,39.769,
1776301677783,39.769,
1776301677883,39.769,
1776301677983,39.769,
1776301678083,39.769,
1776301678183,39.769,
1776301678283,39.769,
1776301678383,39.769,
1776301678483,39.769,
1776301678583,39.769,
1776301678683,39.769,
1776301678783,39.769,
1776301678883,39.769,
1776301678983,39.769,
1776301679083,39.769,
1776301679183,39.769,
1776301679283,39.769,
1776301679383,39.769,
1776301679483,39.769,
1776301679583,39.769,
1776301679683,39.769,
1776301679783,39.769,
1776301679883,39.769,
1776301679983,39.769,
1776301680083,39.769,
1776301680183,39.769,
1776301680283,39.769,
1776301680383,39.769,
1776301680483,39.769,
1776301680583,39.769,
1776301680683,39.769,
1776301680783,39.769,
1776301680883,39.769,
1776301680983,39.769,
1776301681083,39.769,
1776301681183,39.769,
1776301681283,39.769,
1776301681383,39.769,
1776301681483,39.769,
1776301681583,39.769,
1776301681683,39.769,
1776301681783,40.692,
1776301681883,39.769,
1776301681983,39.769,
1776301682083,39.769,
1776301682183,39.769,
1776301682283,39.769,
1776301682383,39.769,
1776301682483,39.769,
1776301682583,39.769,
1776301682683,39.769,
1776301682783,39.769,
1776301682883,39.769,
1776301682983,39.769,
1776301683083,40.692,
1776301683183,39.769,
1776301683283,39.769,
1776301683383,39.769,
1776301683483,39.769,
1776301683583,39.769,
1776301683683,39.769,
1776301683783,39.769,
1776301683883,39.769,
1776301683983,39.769,
1776301684083,39.769,
1776301684183,39.769,
1776301684283,39.769,
1776301684383,39.769,
1776301684483,39.769,
1776301684583,39.769,
1776301684683,39.769,
1776301684783,39.769,
1776301684883,39.769,
1776301684983,40.692,
1776301685083,39.769,
1776301685183,39.769,
1776301685283,39.769,
1776301685383,39.769,
1776301685483,39.769,
1776301685583,39.769,
1776301685683,39.769,
1776301685783,39.769,
1776301685883,39.769,
1776301685983,39.769,
1776301686083,39.769,
1776301686183,39.769,
1776301686283,39.769,
1776301686383,39.769,
1776301686483,39.769,
1776301686583,39.769,
1776301686683,39.769,
1776301686783,39.769,
1776301686883,39.769,
1776301686983,39.769,
1776301687083,39.769,
1776301687183,39.769,
1776301687283,39.769,
1776301687383,39.769,
1776301687483,39.769,
1776301687583,39.769,
1776301687683,39.769,
1776301687783,39.769,
1776301687883,39.769,
1776301687983,39.769,
1776301688083,39.769,
1776301688183,39.769,
1776301688283,39.769,
1776301688383,39.769,
1776301688483,39.769,
1776301688583,39.769,
1776301688683,39.769,
1776301688783,39.769,
1776301688883,39.769,
1776301688983,39.769,
1776301689083,39.769,
1776301689183,39.769,
1776301689283,39.769,
1776301689383,39.769,
1776301689483,39.769,
1776301689583,39.769,
1776301689683,39.769,
1776301689783,39.769,
1776301689883,39.769,
1776301689983,39.769,
1776301690083,39.769,
1776301690183,39.769,
1776301690283,39.769,
1776301690383,39.769,
1776301690483,39.769,
1776301690583,39.769,
1776301690683,39.769,
1776301690783,39.769,
1776301690883,39.769,
1776301690983,39.769,
1776301691083,39.769,
1776301691183,39.769,
1776301691283,39.769,
1776301691383,39.769,
1776301691483,39.769,
1776301691583,39.769,
1776301691683,39.769,
1776301691783,39.769,
1776301691883,39.769,
1776301691983,39.769,
1776301692083,39.769,
1776301692183,39.769,
1776301692283,39.769,
1776301692383,39.769,
1776301692483,39.769,
1776301692583,39.769,
1776301692683,39.769,
1776301692783,39.769,
1776301692883,39.769,
1776301692983,39.769,
1776301693083,39.769,
1776301693183,39.769,
1776301693283,39.769,
1776301693383,39.769,
1776301693483,39.769,
1776301693583,39.769,
1776301693683,39.769,
1776301693783,39.769,
1776301693883,39.769,
1776301693983,39.769,
1776301694083,39.769,
1776301694183,39.769,
1776301694283,39.769,
1776301694383,39.769,
1776301694483,39.769,
