freq,avg_temp,power
408,38.846,2.918158287382419
816,38.90863872255488,2.9384757452335006
1200,39.912700598802395,3.264152643140576
1610,45.12461077844311,4.954684650808664
1800,46.02918762475051,5.248092645069903
2020,51.52949900199601,7.032170289327281
2300,52.86333532934132,7.464812627097411
