timestamp_ms,temp_celsius,clock_hz
1776302281018,38.846,1000000000
1776302281119,38.846,1000000000
1776302281219,38.846,1000000000
1776302281319,38.846,1000000000
1776302281419,38.846,1000000000
1776302281519,38.846,1000000000
1776302281619,37.923,1000000000
1776302281719,38.846,1000000000
1776302281819,38.846,1000000000
1776302281919,38.846,1000000000
1776302282019,38.846,1000000000
1776302282119,38.846,1000000000
1776302282219,38.846,1000000000
1776302282319,37.923,1000000000
1776302282419,38.846,1000000000
1776302282519,38.846,1000000000
1776302282619,37.923,1000000000
1776302282719,38.846,1000000000
1776302282819,37.923,1000000000
1776302282919,38.846,1000000000
1776302283019,38.846,1000000000
1776302283119,38.846,1000000000
1776302283219,38.846,1000000000
1776302283319,37.923,1000000000
1776302283419,38.846,1000000000
1776302283519,38.846,1000000000
1776302283619,38.846,1000000000
1776302283719,37.923,1000000000
1776302283819,38.846,1000000000
1776302283919,38.846,1000000000
1776302284019,38.846,1000000000
1776302284119,38.846,1000000000
1776302284219,38.846,1000000000
1776302284319,37.923,1000000000
1776302284419,37.923,1000000000
1776302284519,37.923,1000000000
1776302284619,37.923,1000000000
1776302284719,37.923,1000000000
1776302284819,37.923,1000000000
1776302284919,37.923,1000000000
1776302285019,37.923,1000000000
1776302285119,37.923,1000000000
1776302285219,37.923,1000000000
1776302285319,37.923,1000000000
1776302285419,37.923,1000000000
1776302285519,38.846,1000000000
1776302285619,37.923,1000000000
1776302285719,37.923,1000000000
1776302285819,38.846,1000000000
1776302285919,37.923,1000000000
1776302286019,37.923,1000000000
1776302286119,38.846,1000000000
1776302286219,38.846,1000000000
1776302286319,38.846,1000000000
1776302286419,38.846,1000000000
1776302286519,38.846,1000000000
1776302286619,38.846,1000000000
1776302286719,38.846,1000000000
1776302286819,38.846,1000000000
1776302286919,38.846,1000000000
1776302287019,38.846,1000000000
1776302287119,38.846,1000000000
1776302287219,38.846,1000000000
1776302287319,37.923,1000000000
1776302287419,38.846,1000000000
1776302287519,38.846,1000000000
1776302287619,38.846,1000000000
1776302287719,38.846,1000000000
1776302287819,38.846,1000000000
1776302287919,38.846,1000000000
1776302288019,38.846,1000000000
1776302288119,38.846,1000000000
1776302288219,38.846,1000000000
1776302288319,38.846,1000000000
1776302288419,38.846,1000000000
1776302288519,38.846,1000000000
1776302288619,38.846,1000000000
1776302288719,38.846,1000000000
1776302288819,38.846,1000000000
1776302288919,38.846,1000000000
1776302289019,38.846,1000000000
1776302289119,38.846,1000000000
1776302289219,38.846,1000000000
1776302289319,38.846,1000000000
1776302289419,38.846,1000000000
1776302289519,38.846,1000000000
1776302289619,38.846,1000000000
1776302289719,38.846,1000000000
1776302289819,38.846,1000000000
1776302289919,38.846,1000000000
1776302290019,38.846,1000000000
1776302290119,38.846,1000000000
1776302290219,38.846,1000000000
1776302290319,38.846,1000000000
1776302290419,38.846,1000000000
1776302290519,38.846,1000000000
1776302290619,38.846,1000000000
1776302290719,38.846,1000000000
1776302290819,38.846,1000000000
1776302290919,38.846,1000000000
1776302291019,38.846,1000000000
1776302291119,38.846,1000000000
1776302291219,38.846,1000000000
1776302291319,38.846,1000000000
1776302291419,38.846,1000000000
1776302291519,38.846,1000000000
1776302291619,38.846,1000000000
1776302291719,38.846,1000000000
1776302291819,38.846,1000000000
1776302291919,38.846,1000000000
1776302292019,38.846,1000000000
1776302292119,38.846,1000000000
1776302292219,38.846,1000000000
1776302292319,38.846,1000000000
1776302292419,38.846,1000000000
1776302292519,38.846,1000000000
1776302292619,38.846,1000000000
1776302292719,38.846,1000000000
1776302292819,38.846,1000000000
1776302292919,38.846,1000000000
1776302293019,38.846,1000000000
1776302293119,38.846,1000000000
1776302293219,38.846,1000000000
1776302293319,38.846,1000000000
1776302293419,38.846,1000000000
1776302293519,38.846,1000000000
1776302293619,38.846,1000000000
1776302293719,38.846,1000000000
1776302293819,38.846,1000000000
1776302293919,38.846,1000000000
1776302294019,38.846,1000000000
1776302294119,38.846,1000000000
1776302294219,38.846,1000000000
1776302294319,38.846,1000000000
1776302294419,38.846,1000000000
1776302294519,38.846,1000000000
1776302294619,38.846,1000000000
1776302294718,38.846,1000000000
1776302294819,38.846,1000000000
1776302294919,38.846,1000000000
1776302295019,38.846,1000000000
1776302295119,38.846,1000000000
1776302295219,38.846,1000000000
1776302295319,38.846,1000000000
1776302295419,38.846,1000000000
1776302295519,38.846,1000000000
1776302295619,38.846,1000000000
1776302295719,38.846,1000000000
1776302295819,38.846,1000000000
1776302295919,38.846,1000000000
1776302296019,38.846,1000000000
1776302296119,38.846,1000000000
1776302296219,38.846,1000000000
1776302296319,38.846,1000000000
1776302296419,38.846,1000000000
1776302296519,38.846,1000000000
1776302296619,38.846,1000000000
1776302296719,38.846,1000000000
1776302296819,38.846,1000000000
1776302296919,38.846,1000000000
1776302297019,38.846,1000000000
1776302297119,38.846,1000000000
1776302297219,38.846,1000000000
1776302297319,38.846,1000000000
1776302297419,38.846,1000000000
1776302297519,38.846,1000000000
1776302297619,38.846,1000000000
1776302297719,38.846,1000000000
1776302297819,38.846,1000000000
1776302297919,38.846,1000000000
1776302298019,38.846,1000000000
1776302298119,38.846,1000000000
1776302298219,38.846,1000000000
1776302298319,38.846,1000000000
1776302298419,38.846,1000000000
1776302298519,38.846,1000000000
1776302298619,38.846,1000000000
1776302298719,38.846,1000000000
1776302298819,38.846,1000000000
1776302298919,38.846,1000000000
1776302299019,38.846,1000000000
1776302299119,38.846,1000000000
1776302299219,38.846,1000000000
1776302299319,38.846,1000000000
1776302299419,38.846,1000000000
1776302299519,38.846,1000000000
1776302299619,38.846,1000000000
1776302299719,38.846,1000000000
1776302299819,38.846,1000000000
1776302299919,38.846,1000000000
1776302300019,38.846,1000000000
1776302300119,38.846,1000000000
1776302300219,38.846,1000000000
1776302300319,38.846,1000000000
1776302300419,38.846,1000000000
1776302300519,38.846,1000000000
1776302300619,38.846,1000000000
1776302300719,38.846,1000000000
1776302300819,38.846,1000000000
1776302300919,38.846,1000000000
1776302301019,38.846,1000000000
1776302301119,38.846,1000000000
1776302301219,38.846,1000000000
1776302301319,38.846,1000000000
1776302301419,38.846,1000000000
1776302301519,38.846,1000000000
1776302301619,38.846,1000000000
1776302301719,38.846,1000000000
1776302301819,38.846,1000000000
1776302301919,38.846,1000000000
1776302302019,38.846,1000000000
1776302302119,38.846,1000000000
1776302302219,38.846,1000000000
1776302302319,38.846,1000000000
1776302302419,38.846,1000000000
1776302302519,38.846,1000000000
1776302302619,38.846,1000000000
1776302302719,38.846,1000000000
1776302302819,38.846,1000000000
1776302302919,38.846,1000000000
1776302303019,38.846,1000000000
1776302303119,38.846,1000000000
1776302303219,38.846,1000000000
1776302303319,38.846,1000000000
1776302303419,38.846,1000000000
1776302303519,38.846,1000000000
1776302303619,38.846,1000000000
1776302303719,38.846,1000000000
1776302303819,38.846,1000000000
1776302303919,38.846,1000000000
1776302304019,38.846,1000000000
1776302304119,38.846,1000000000
1776302304219,38.846,1000000000
1776302304319,38.846,1000000000
1776302304419,38.846,1000000000
1776302304519,38.846,1000000000
1776302304619,38.846,1000000000
1776302304719,38.846,1000000000
1776302304819,38.846,1000000000
1776302304919,38.846,1000000000
1776302305019,38.846,1000000000
1776302305119,38.846,1000000000
1776302305219,38.846,1000000000
1776302305319,38.846,1000000000
1776302305419,38.846,1000000000
1776302305519,38.846,1000000000
1776302305619,38.846,1000000000
1776302305719,38.846,1000000000
1776302305819,38.846,1000000000
1776302305919,38.846,1000000000
1776302306019,38.846,1000000000
1776302306119,38.846,1000000000
1776302306219,38.846,1000000000
1776302306319,38.846,1000000000
1776302306419,38.846,1000000000
1776302306519,38.846,1000000000
1776302306619,38.846,1000000000
1776302306719,38.846,1000000000
1776302306819,38.846,1000000000
1776302306919,38.846,1000000000
1776302307019,38.846,1000000000
1776302307119,38.846,1000000000
1776302307219,38.846,1000000000
1776302307319,38.846,1000000000
1776302307419,38.846,1000000000
1776302307519,38.846,1000000000
1776302307619,38.846,1000000000
1776302307719,38.846,1000000000
1776302307819,38.846,1000000000
1776302307919,38.846,1000000000
1776302308019,38.846,1000000000
1776302308119,38.846,1000000000
1776302308219,38.846,1000000000
1776302308319,38.846,1000000000
1776302308419,38.846,1000000000
1776302308519,38.846,1000000000
1776302308619,38.846,1000000000
1776302308719,38.846,1000000000
1776302308819,38.846,1000000000
1776302308919,38.846,1000000000
1776302309019,38.846,1000000000
1776302309119,38.846,1000000000
1776302309219,38.846,1000000000
1776302309319,38.846,1000000000
1776302309419,38.846,1000000000
1776302309519,38.846,1000000000
