timestamp_ms,temp_celsius,clock_hz
1776316715565,46.230,
1776316715665,45.307,
1776316715765,45.307,
1776316715865,44.384,
1776316715965,44.384,
1776316716065,44.384,
1776316716165,44.384,
1776316716265,44.384,
1776316716365,44.384,
1776316716465,44.384,
1776316716565,44.384,
1776316716665,44.384,
1776316718743,44.384,
1776316718743,43.461,
1776316718743,43.461,
1776316718743,43.461,
1776316718743,43.461,
1776316718743,43.461,
1776316718743,43.461,
1776316718744,43.461,
1776316718744,43.461,
1776316718744,43.461,
1776316718744,43.461,
1776316718744,43.461,
1776316718744,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718745,43.461,
1776316718765,44.384,
1776316718865,44.384,
1776316718965,44.384,
1776316719065,44.384,
1776316719165,44.384,
1776316719265,44.384,
1776316719365,43.461,
1776316719465,44.384,
1776316719565,44.384,
1776316719665,44.384,
1776316719765,43.461,
1776316719865,43.461,
1776316719965,44.384,
1776316720065,44.384,
1776316720165,44.384,
1776316720265,43.461,
1776316720365,44.384,
1776316720465,43.461,
1776316720565,44.384,
1776316720665,45.307,
1776316720765,45.307,
1776316720865,45.307,
1776316720965,45.307,
1776316721065,46.230,
1776316721165,46.230,
1776316721265,46.230,
1776316721365,46.230,
1776316721465,46.230,
1776316721565,46.230,
1776316721665,46.230,
1776316721765,46.230,
1776316721865,46.230,
1776316721965,46.230,
1776316722065,46.230,
1776316722165,47.153,
1776316722265,46.230,
1776316722365,46.230,
1776316722465,46.230,
1776316722565,46.230,
1776316722665,46.230,
1776316722765,46.230,
1776316722865,46.230,
1776316722965,46.230,
1776316723065,46.230,
1776316723165,46.230,
1776316723265,47.153,
1776316723365,46.230,
1776316723465,46.230,
1776316723565,46.230,
1776316723665,47.153,
1776316723765,46.230,
1776316723865,46.230,
1776316723965,46.230,
1776316724065,47.153,
1776316724165,46.230,
1776316724265,46.230,
1776316724365,47.153,
1776316724465,47.153,
1776316724565,47.153,
1776316724665,47.153,
1776316724765,47.153,
1776316724865,47.153,
1776316724965,47.153,
1776316725065,46.230,
1776316725165,47.153,
1776316725265,47.153,
1776316725365,47.153,
1776316725465,47.153,
1776316725565,47.153,
1776316725665,47.153,
1776316725765,47.153,
1776316725865,47.153,
1776316725965,47.153,
1776316726065,47.153,
1776316726165,47.153,
1776316726265,47.153,
1776316726365,47.153,
1776316726465,47.153,
1776316726565,47.153,
1776316726665,47.153,
1776316726765,47.153,
1776316726865,47.153,
1776316726965,47.153,
1776316727065,47.153,
1776316727165,47.153,
1776316727265,47.153,
1776316727365,47.153,
1776316727465,47.153,
1776316727565,47.153,
1776316727665,47.153,
1776316727765,47.153,
1776316727865,47.153,
1776316727965,47.153,
1776316728065,47.153,
1776316728165,47.153,
1776316728265,47.153,
1776316728365,47.153,
1776316728465,47.153,
1776316728565,47.153,
1776316728665,47.153,
1776316728765,47.153,
1776316728865,47.153,
1776316728965,47.153,
1776316729065,47.153,
1776316729165,47.153,
1776316729265,47.153,
1776316729365,47.153,
1776316729465,47.153,
1776316729565,47.153,
1776316729665,47.153,
1776316729765,47.153,
1776316729865,47.153,
1776316729965,47.153,
1776316730065,47.153,
1776316730165,47.153,
1776316730265,47.153,
1776316730365,47.153,
1776316730465,47.153,
1776316730565,47.153,
1776316730665,47.153,
1776316730765,47.153,
1776316730865,47.153,
1776316730965,47.153,
1776316731065,47.153,
1776316731165,47.153,
1776316731265,47.153,
1776316731365,47.153,
1776316731465,47.153,
1776316731565,47.153,
1776316731665,47.153,
1776316731765,47.153,
1776316731865,47.153,
1776316731965,47.153,
1776316732065,47.153,
1776316732165,47.153,
1776316732265,47.153,
1776316732365,47.153,
1776316732465,47.153,
1776316732565,47.153,
1776316732665,47.153,
1776316732765,47.153,
1776316732865,48.076,
1776316732965,47.153,
1776316733065,47.153,
1776316733165,47.153,
1776316733265,47.153,
1776316733365,47.153,
1776316733465,47.153,
1776316733565,47.153,
1776316733665,47.153,
1776316733765,47.153,
1776316733865,47.153,
1776316733965,47.153,
