timestamp_ms,temp_celsius,clock_hz
1776307158416,38.846,816000
1776307158516,38.846,816000
1776307158616,38.846,816000
1776307158716,38.846,816000
1776307158816,38.846,816000
1776307158916,38.846,816000
1776307159016,38.846,816000
1776307159116,38.846,816000
1776307159216,38.846,816000
1776307159316,37.923,816000
1776307159416,38.846,816000
1776307159516,37.923,816000
1776307159616,37.923,816000
1776307159716,38.846,816000
1776307159816,37.923,816000
1776307159916,38.846,816000
1776307160016,38.846,816000
1776307160116,38.846,816000
1776307160216,37.923,816000
1776307160316,37.923,816000
1776307160416,38.846,816000
1776307160516,37.923,816000
1776307160616,37.923,816000
1776307160716,38.846,816000
1776307160816,38.846,816000
1776307160916,38.846,816000
1776307161016,38.846,816000
1776307161116,37.923,816000
1776307161216,37.923,816000
1776307161316,37.923,816000
1776307161416,38.846,816000
1776307161516,37.923,816000
1776307161616,37.923,816000
1776307161716,37.923,816000
1776307161816,37.923,816000
1776307161916,37.923,816000
1776307162016,37.923,816000
1776307162116,38.846,816000
1776307162216,37.923,816000
1776307162316,37.923,816000
1776307162416,38.846,816000
1776307162516,37.923,816000
1776307162616,38.846,816000
1776307162716,37.923,816000
1776307162816,37.923,816000
1776307162916,37.923,816000
1776307163016,37.923,816000
1776307163116,37.923,816000
1776307163216,38.846,816000
1776307163316,38.846,816000
1776307163416,38.846,816000
1776307163516,38.846,816000
1776307163616,38.846,816000
1776307163716,38.846,816000
1776307163816,38.846,816000
1776307163916,38.846,816000
1776307164016,38.846,816000
1776307164116,38.846,816000
1776307164216,38.846,816000
1776307164316,38.846,816000
1776307164416,38.846,816000
1776307164516,38.846,816000
1776307164616,38.846,816000
1776307164716,38.846,816000
1776307164816,38.846,816000
1776307164916,38.846,816000
1776307165016,38.846,816000
1776307165116,38.846,816000
1776307165216,38.846,816000
1776307165316,38.846,816000
1776307165416,38.846,816000
1776307165516,38.846,816000
1776307165616,38.846,816000
1776307165716,38.846,816000
1776307165816,38.846,816000
1776307165916,38.846,816000
1776307166016,38.846,816000
1776307166116,38.846,816000
1776307166216,38.846,816000
1776307166316,38.846,816000
1776307166416,38.846,816000
1776307166516,38.846,816000
1776307166616,38.846,816000
1776307166716,38.846,816000
1776307166816,38.846,816000
1776307166916,38.846,816000
1776307167016,38.846,816000
1776307167116,38.846,816000
1776307167216,38.846,816000
1776307167316,38.846,816000
1776307167416,38.846,816000
1776307167516,38.846,816000
1776307167616,38.846,816000
1776307167716,38.846,816000
1776307167816,38.846,816000
1776307167916,38.846,816000
1776307168016,38.846,816000
1776307168116,38.846,816000
1776307168216,38.846,816000
1776307168316,38.846,816000
1776307168416,38.846,816000
1776307168516,38.846,816000
1776307168616,38.846,816000
1776307168716,38.846,816000
1776307168816,38.846,816000
1776307168916,38.846,816000
1776307169016,38.846,816000
1776307169116,38.846,816000
1776307169216,38.846,816000
1776307169316,38.846,816000
1776307169416,38.846,816000
1776307169516,38.846,816000
1776307169616,38.846,816000
1776307169716,38.846,816000
1776307169816,38.846,816000
1776307169916,38.846,816000
